sample_plot_id,longitude,latitude,起源,郁闭度,林分密度（株每公顷）,平均树高（米）,平均胸径（厘米）,龄组,tree_species_composition,tip1,tip2
43-422231-Y-03991,109.66913128358445,27.17643282329152,人工,0.65,1560,11.46,19.4,中龄林,10杉木,针叶林,杉木林
43-424131-Y-03940,110.435111,27.218301,人工,0.7,915,17.3,20.2,成、过熟林,10杉木,针叶林,杉木林
43-424231-N-00774,110.412912,27.416338,人工,0.45,690,13.96,19.5,成、过熟林,8杉木 1泡桐 1棕榈,针叶林,杉木林
43-424231-N-00800,110.009416,27.30577,人工,0.65,2715,9.3,13,成、过熟林,10杉木,针叶林,杉木林
43-412263-Y-03932,109.7891653,27.21411489,天然,0.5,1005,15.2,13.8,中龄林,5马尾松 2紫椴 2泡桐 1油桐,针阔混交林,针叶针阔混交林
43-412266-Y-04053,109.950892,27.143004,天然,0.69,1800,15.9,12.8,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-414166-Y-03998,110.2331527135685,27.18119772307295,天然,0.7,4035,12.6,9,成、过熟林,7毛竹5樟木1枫香,竹、灌,竹、灌
43-414263-Y-04056,110.19374042588811,27.144597046353045,天然,0.45,780,13.1,20.3,成、过熟林,4杉木 3其它硬阔类 2木荷 1板栗,针阔混交林,针叶针阔混交林
43-421263-N-00815,110.130912,27.270482,人工,0.45,495,13.4,8.7,幼龄林,6枫桦 2其它经济类树种 2杉木,针阔混交林,针叶针阔混交林
43-422131-Y-03871,109.747899,27.250254,人工,0.75,3930,9.7,11.5,中龄林,10杉木,针叶林,杉木林
43-422231-N-00773,110.291569,27.415774,人工,0.65,1965,12.8,9.2,中龄林,10杉木,针叶林,杉木林
43-422266-Y-03933,109.870397,27.215319,人工,0.45,1995,8.5,8.5,中龄林,9毛竹1杉木,竹、灌,竹、灌
43-411174-Y-03999,110.314102,27.181573,天然,0.7,1545,5.1,10,幼龄林,7樱桃 1紫椴 1檫木 1板栗,阔叶林,其他难燃阔叶林
43-422163-Y-04108,109.75006,27.105382,人工,0.75,1635,7.8,10.6,中龄林,5杉木 3樟木 1其它软阔类 1枫香,针阔混交林,针叶针阔混交林
43-422131-Y-03937,110.192555,27.216752,人工,0.7,2235,10,13,中龄林,10杉木,针叶林,杉木林
43-422131-Y-03934,109.950487,27.215536,人工,0.79,3105,11.4,12.6,中龄林,8杉木 1马尾松 1其它硬阔类,针叶林,杉木林
43-422131-Y-03874,109.990677,27.251648,人工,0.8,2175,10.6,13.1,中龄林,10杉木,针叶林,杉木林
43-422131-N-00831,109.969549,27.233175,人工,0.79,2595,11.9,13,中龄林,10杉木,针叶林,杉木林
43-413259-N-00886,110.132865,27.017817,天然,0.45,420,8.2,15.5,近熟林,10软阔类,阔叶林,其他难燃阔叶林
43-413222-N-00801,110.049821,27.306051,天然,0.6,1980,14.17,23.1,近熟林,8马尾松 2枫香,针叶林,马尾松林
43-413163-Y-03699,110.273072,27.361491,天然,0.7,1230,6,6.1,近熟林,6其它硬阔类 2杉木 1枫桦 1樟木,阔叶林,其他难燃阔叶林
43-412266-Y-04168,110.194295,27.072823,天然,0.55,1215,9.5,9.3,中龄林,8毛竹1杉木其它软阔类,竹、灌,竹、灌
43-412263-Y-03759,110.394248,27.326424,天然,0.5,615,7,13.8,中龄林,5马尾松 5其它硬阔类,针阔混交林,针叶针阔混交林
43-412263-Y-03757,110.232692,27.325178,天然,0.55,855,9.7,16,中龄林,6杉木 2国外松 1其它杉类 1樟木,针叶林,杉木林
43-412263-N-00832,110.373479,27.235681,天然,0.4,1395,6.5,8.5,中龄林,5马尾松 3其它硬阔类 1檫木 1栎类,针阔混交林,针叶针阔混交林
43-412263-N-00790,110.494138,27.344462,天然,0.5,1635,7.9,11.7,中龄林,6杉木 2马尾松 1檫木 1油茶,针叶林,杉木林
43-412259-Y-03939,110.354658,27.218315,天然,0.4,540,8.6,14.9,中龄林,10软阔类,阔叶林,其他难燃阔叶林
43-412249-Y-03811,109.788357,27.286298,天然,0.45,765,11.83,14.5,中龄林,8其它硬阔类 1檵木 1其它软阔类,阔叶林,其他难燃阔叶林
43-424255-N-00850,109.687898,27.15875,人工,0.45,720,16.8,17.8,成、过熟林,8桉树 1马尾松 1泡桐,阔叶林,其他难燃阔叶林
43-424231-Y-03817,110.27364,27.289977,人工,0.45,345,7.3,17.7,成、过熟林,10杉木,针叶林,杉木林
43-424231-Y-03588,110.272253,27.434086,人工,0.65,1155,13,19.2,成、过熟林,8杉木 1樟木 1马尾松,针叶林,杉木林
43-412166-Y-04113,110.153465,27.113193,天然,0.7,2970,9.1,9.11,中龄林,10毛竹,竹、灌,竹、灌
43-411263-N-00802,110.251851,27.307278,天然,0.5,1020,9.6,7.5,幼龄林,4枫香 2其它硬阔类 2杉木 2樟木,阔叶林,枫香林
43-412263-Y-03758,110.313258,27.325643,天然,0.5,540,11.3,16,中龄林,5马尾松 4杉木 1其它硬阔类,针叶林,马尾松林
43-433262-Y-03938,110.272701,27.21701,人天混,0.55,1305,8.5,17.1,近熟林,6板栗 2木荷 2其它硬阔类,阔叶林,其他难燃阔叶林
43-412262-Y-01615,110.3865082,28.69787288,天然,0.5,2160,10.4,11.2,中龄林,3油茶 3马尾松 2楠木 2栎类,针阔混交林,针叶针阔混交林
43-422331-Y-02275,110.5109027,28.30139376,人工,0.3,270,6.7,11.1,中龄林,8杉木 2马尾松,针叶林,杉木林
43-412259-Y-01917,110.9181957,28.51913394,天然,0.6,1380,15.3,15.4,中龄林,9其它软阔类 1其它硬阔类,阔叶林,其他难燃阔叶林
43-411262-N-01209,109.74055746495509,26.040234117310717,天然,0.55,1395,7.2,11.4,幼龄林,7阔叶树2马尾松1杉木,阔叶林,其他难燃阔叶林
43-422122-N-01106,109.858071,26.363043,人工,0.85,4695,11.9,10.3,中龄林,8马尾松 2杉木,针叶林,马尾松林
43-411141-Y-05171,109.717219,26.419169,天然,0.7,1170,15.4,16.7,幼龄林,8栎类 2马尾松,阔叶林,栎类林
43-411249-Y-05686,109.64174,26.057625,天然,0.65,3735,6.9,10,幼龄林,9其它硬阔类 1杉木,阔叶林,其他难燃阔叶林
43-421131-Y-05402,109.558846,26.273688,人工,0.8,2340,11.6,14,幼龄林,10杉木,针叶林,杉木林
43-422131-Y-05455,109.67941636587267,26.238722967191222,人工,0.75,2040,10.7,14.4,中龄林,10杉,针叶林,杉木林
43-411262-Y-05688,109.801257,26.059294,天然,0.5,1425,8.9,11.4,幼龄林,7阔3杉,阔叶林,其他难燃阔叶林
43-412262-Y-05230,109.75819209379017,26.383396079165777,天然,0.65,1020,11.7,16.5,中龄林,10阔,阔叶林,其他难燃阔叶林
43-412262-N-01176,109.8593814865664,26.14952156336949,天然,0.6,1500,9.1,12.3,中龄林,10阔,阔叶林,其他难燃阔叶林
43-412259-Y-05685,109.562043,26.057741,天然,0.45,1470,10.3,11.3,中龄林,10阔,阔叶林,其他难燃阔叶林
43-411262-Y-05173,109.8783681,26.42064393,天然,0.6,930,11.3,11.7,幼龄林,10阔,阔叶林,其他难燃阔叶林
43-411262-Y-05290,109.7984216,26.34828841,天然,0.55,1680,11.4,13.4,幼龄林,9阔1松,阔叶林,其他难燃阔叶林
43-411262-Y-05456,109.7597072,26.23969073,天然,0.65,2310,6.9,9,幼龄林,8阔叶树 1杉木 1马尾松,阔叶林,其他难燃阔叶林
43-421131-Y-05289,109.718109,26.347323,人工,0.85,3960,6.28,7.3,幼龄林,7杉3阔,针叶林,杉木林
43-421222-Y-05501,109.55991222566877,26.201495382705787,人工,0.55,2970,5.1,8.8,幼龄林,8马尾松 1杉木 1其它硬阔类,针叶林,马尾松林
43-421231-Y-05349,109.758915,26.311533,人工,0.65,1635,9.3,11.8,幼龄林,7杉木 3马尾松,针叶林,杉木林
43-421231-Y-05550,109.51963481259656,26.165359237039183,人工,0.45,2505,6.6,10.4,幼龄林,10杉木,针叶林,杉木林
43-422131-Y-05229,109.677803,26.383016,人工,0.8,3210,9.1,10.6,中龄林,8杉木 2其它硬阔类,针叶林,杉木林
43-422231-N-01194,109.540587,26.074355,人工,0.65,1845,8.4,12.2,中龄林,7杉木 3其它硬阔类,针叶林,杉木林
43-422266-Y-05405,109.799295,26.274843,人工,0.65,3660,12.3,12.4,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-424161-Y-05406,109.879755,26.276911,人工,0.7,1935,13.4,16,成、过熟林,5杉木 5马尾松,针叶林,马尾松林
43-424231-Y-05288,109.63817070131688,26.346414410696525,人工,0.6,1350,16.7,19.7,成、过熟林,9杉木 1其它硬阔类,针叶林,杉木林
43-432149-Y-05231,109.83793907332961,26.384435904093777,人天混,0.75,4170,12.1,14.6,中龄林,7阔3针,阔叶林,其他难燃阔叶林
43-412122-N-01188,109.62247988727289,26.112751740055554,天然,0.75,1485,10.6,14.3,中龄林,9马尾松 1其它果树类树种,针叶林,马尾松林
43-412141-Y-05407,109.958916,26.27698,天然,0.7,2280,11.6,19.1,中龄林,7栎类 3其它硬阔类,阔叶林,栎类林
43-433263-Y-05644,109.840768,26.095537,人天混,0.6,2235,13.2,13.6,近熟林,6杉4阔,针阔混交林,针叶针阔混交林
43-414222-N-01143,109.73707,26.257035,天然,0.5,795,16.3,37.7,成、过熟林,8马尾松 1枫香 1杉木,针叶林,马尾松林
43-424231-Y-05553,109.76056952266538,26.167374665408545,人工,0.65,2535,13.3,16.4,成、过熟林,8杉2松,针叶林,杉木林
43-412262-Y-05500,109.479932,26.20072,天然,0.6,1020,13.4,13.1,中龄林,7阔叶树2马尾松1杉木,阔叶林,其他难燃阔叶林
43-412222-N-00750,110.20905337071905,27.48736486989485,天然,0.65,1320,11.63,15.5,中龄林,10马尾松,针叶林,马尾松林
43-423131-Y-03639,109.908824,27.39589,人工,0.7,1500,10.3,11.4,近熟林,7杉木 1栎类 1其它硬阔类 1檵木,针叶林,杉木林
43-411267-Y-03271,110.189746,27.649333,天然,0.6,2550,5,3,幼龄竹,10散生杂竹类 ,竹、灌,竹、灌
43-422361-Y-03531,110.1500361576139,27.46973559697844,人工,0.35,1065,9,13.7,中龄林,6其它硬阔类 2杉木 1柏木 1枫香,阔叶林,其他难燃阔叶林
43-412122-N-00672,110.653111,27.858019,天然,0.8,2775,7.9,9.5,中龄林,9马尾松 1杉木,针叶林,马尾松林
43-412162-Y-03279,110.83846593672753,27.6525678413628,天然,0.71,3045,6.2,8,中龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-422131-Y-03591,110.51506435526574,27.4353682734086,人工,0.73,1965,9.8,12.4,中龄林,7杉木 3马尾松,针叶林,杉木林
43-411162-Y-02453,110.7153786971825,28.19357359543704,天然,0.75,3345,7.55,8.5,幼龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-421222-N-00596,110.77562985711513,28.067120137739515,人工,0.5,1275,7.6,8.9,幼龄林,10马尾松,针叶林,马尾松林
43-422231-N-00610,110.490689,28.028575,人工,0.68,2550,12.2,13,中龄林,7杉木 1其它软阔类 1栎类 1马尾松,针叶林,杉木林
43-422261-Y-03012,110.55366911655584,27.832557901348302,人工,0.52,1590,13.7,18.2,中龄林,8针叶混 1枫香 1其它硬阔类,针叶林,其他易燃针叶林
43-412162-N-00579,110.6127373815252,28.102851111532352,天然,0.72,3210,6,6.5,中龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-421261-N-00670,110.49181225233362,27.849797904770114,人工,0.69,1470,6.6,9.1,幼龄林,8针叶混 2栎类,针叶林,其他易燃针叶林
43-424131-N-00701,110.73581638717381,27.706098058843402,人工,0.71,1440,11.7,13,成、过熟林,9杉木 1其它硬阔类,针叶林,杉木林
43-411262-N-00658,110.8978737739178,27.886791326861726,天然,0.65,3195,5.3,7.4,幼龄林,8阔叶混 2马尾松,阔叶林,其他难燃阔叶林
43-423131-Y-02798,110.878984,27.976867,人工,0.84,3960,8.5,12.3,近熟林,9杉木 1马尾松,针叶林,杉木林
43-423163-Y-02567,110.63408433355586,28.1214812026988,人工,0.72,1275,15.02,14.1,近熟林,10针阔混,针阔混交林,针叶针阔混交林
43-422161-Y-02686,110.95982966453698,28.049666306243093,人工,0.76,3315,11.3,11.9,中龄林,8针叶混 1樟木 1其它软阔类,针叶林,其他易燃针叶林
43-424253-N-00657,110.40895,27.884603,人工,0.4,270,18.7,43.3,成、过熟林,10杨树,阔叶林,其他难燃阔叶林
43-424231-Y-03326,110.46819494996335,27.616222316819414,人工,0.6,900,13.3,18.3,成、过熟林,8杉木 1其它硬阔类 1樟木,针叶林,杉木林
43-423263-Y-03592,110.59644677452886,27.434544768041853,人工,0.6,2070,10,14.6,近熟林,10针阔混,针阔混交林,针叶针阔混交林
43-423231-N-00775,110.45336038644008,27.41650227209393,人工,0.45,1290,9.6,13.9,近熟林,10杉木,针叶林,杉木林
43-423131-Y-02799,110.959694,27.977521,人工,0.71,2670,10,14,近熟林,10杉木,针叶林,杉木林
43-422331-N-00776,110.57470734460387,27.41692520446988,人工,0.35,495,12.8,16.8,中龄林,10杉木,针叶林,杉木林
43-422322-N-00619,110.694917,27.994937,人工,0.35,630,7.6,14.6,中龄林,10马尾松,针叶林,马尾松林
43-422263-N-00620,110.81644354162817,27.99499181482547,人工,0.45,1275,8.8,11.8,中龄林,10针阔混,针阔混交林,针叶针阔混交林
43-422262-Y-03701,110.43464257962624,27.362600115690046,人工,0.51,1725,9.2,10.3,中龄林,8阔叶混 2杉木,阔叶林,其他难燃阔叶林
43-422261-Y-02956,110.43171432852317,27.868204531449905,人工,0.63,2325,7,9.7,中龄林,10针叶混,针叶林,其他易燃针叶林
43-422231-Y-03379,110.597468,27.577776,人工,0.62,2100,12.3,13.9,中龄林,9杉木 1其它硬阔类,针叶林,杉木林
43-422231-Y-03122,110.716833,27.760008,人工,0.45,1050,7.9,8.8,中龄林,10杉木,针叶林,杉木林
43-422131-Y-02962,110.91635,27.870714,人工,0.75,2820,14.2,19.4,中龄林,8杉木 1栎类 1桦木,针叶林,杉木林
43-411263-Y-02510,110.67434118042836,28.15752353098535,天然,0.6,3345,6.7,6.8,幼龄林,10针阔混,针阔混交林,针叶针阔混交林
43-422131-N-00693,110.69515985993603,27.742110415280607,人工,0.86,3915,10.8,12.6,中龄林,10杉木,针叶林,杉木林
43-422163-Y-02627,110.83761799089157,28.085526410454037,人工,0.7,2685,5.9,9.5,中龄林,10针阔混,针阔混交林,针叶针阔混交林
43-422231-N-00508,110.7344044579577,28.28360821349863,人工,0.61,2565,6.5,10.9,中龄林,7杉木 1樱桃 1其它硬阔类 1山胡椒,针叶林,杉木林
43-422261-Y-02960,110.758317,27.868456,人工,0.6,1245,9.7,13.1,中龄林,10针叶混,针叶林,其他易燃针叶林
43-423226-Y-03225,110.635603,27.688429,人工,0.58,825,16.9,26.5,近熟林,9湿地松 1杉木,针叶林,湿地松林
43-422261-Y-03278,110.75759415648872,27.65254016611916,人工,0.5,1320,7.7,11.3,中龄林,10针叶混,针叶林,其他易燃针叶林
43-412222-Y-02740,110.75373969861883,28.013401565442567,天然,0.47,615,11.7,19.4,中龄林,10马尾松,针叶林,马尾松林
43-411262-Y-02337,110.7969850941673,28.266132190673787,天然,0.62,2220,9.9,9.3,幼龄林,9阔叶混1杉木,阔叶林,其他难燃阔叶林
43-412262-Y-02452,110.6342679674888,28.1932003257648,天然,0.45,1680,7.1,9.2,中龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-422131-Y-02738,110.59359884775598,28.012750454909472,人工,0.8,3915,7.1,8.8,中龄林,9杉木 1马尾松,针叶林,杉木林
43-422222-N-00671,110.573269,27.856092,人工,0.5,1725,8.6,13.8,中龄林,10马尾松,针叶林,马尾松林
43-411162-Y-03330,110.798138,27.616012,天然,0.72,2895,10.1,10.2,幼龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-422263-N-00923,109.771346,26.906841,人工,0.6,780,9.4,13.9,中龄林,6杉木 3其它硬阔类 1其它软阔类,针阔混交林,针叶针阔混交林
43-423222-N-00700,110.370551,27.70458094,人工,0.45,600,12,15,近熟林,10马尾松,针叶林,马尾松林
43-424222-N-00617,110.16584993427396,27.992584389642506,人工,0.55,690,10.9,23.7,成、过熟林,10马尾松,针叶林,马尾松林
43-412363-Y-02847,110.43154128481176,27.940167494568257,天然,0.33,600,7.7,10.9,中龄林,6马尾松 4其它软阔类,针阔混交林,针叶针阔混交林
43-424222-N-00576,110.2899523,28.10173622,人工,0.58,1065,16.5,28.5,成、过熟林,8马尾松 2其它硬阔类,针叶林,马尾松林
43-423231-Y-03115,110.1485371,27.75810935,人工,0.65,1470,11.3,15.8,近熟林,10杉木,针叶林,杉木林
43-423231-N-00577,110.3278399,28.10201255,人工,0.65,1500,12.3,14.8,近熟林,7杉木 3马尾松,针叶林,杉木林
43-423131-N-00644,110.2880506,27.92109596,人工,0.7,2385,12.5,14.4,近熟林,9杉木 1其它硬阔类,针叶林,杉木林
43-422222-Y-03063,110.27061572751346,27.79471646255841,人工,0.52,1170,8.5,9.1,中龄林,9马尾松 1枫香,针叶林,马尾松林
43-422231-Y-03274,110.43269788377614,27.651365625261274,人工,0.52,1065,9.7,12.6,中龄林,10杉木,针叶林,杉木林
43-411249-Y-02680,110.47157437002167,28.048591909286326,天然,0.68,1650,9.5,9.6,幼龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-411249-Y-02448,110.3072634,28.19306531,天然,0.55,1260,10,11,幼龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-424231-Y-02505,110.26746691126657,28.156177182165916,人工,0.6,1020,11.1,17.9,成、过熟林,7杉木 2其它硬阔类 1泡桐,针叶林,杉木林
43-411241-N-00692,110.45174762991886,27.741359901005403,天然,0.6,1005,9.7,10.5,幼龄林,9栎类 1马尾松,阔叶林,栎类林
43-424222-Y-02619,110.18654719471748,28.08367997464884,人工,0.55,1095,12.2,16.3,成、过熟林,8马尾松 2其它硬阔类,针叶林,马尾松林
43-422261-Y-03170,110.35146617211103,27.723110051533812,人工,0.64,690,14.5,14.1,中龄林,6马尾松 3杉木 1樟木,针叶林,马尾松林
43-412262-Y-03314,109.501226,27.608604,天然,0.6,2085,11.4,10.8,中龄林,5其它软阔类3其它硬阔类1马尾松1杉木,阔叶林,其他难燃阔叶林
43-423161-Y-02788,110.06538560531287,27.974351455044673,人工,0.72,1005,13.4,13,近熟林,7马尾松 3杉木,针叶林,马尾松林
43-424231-Y-04701,109.31248078937708,26.704178321033694,人工,0.55,705,12.4,16.4,成、过熟林,9杉木 1油桐,针叶林,杉木林
43-424131-Y-04646,109.4325231317482,26.741901530409198,人工,0.7,3390,13.5,11.9,成、过熟林,8杉木 1马尾松 1阔,针叶林,杉木林
43-422161-N-00989,109.61295729041932,26.688806111085686,人工,0.75,3075,12.1,12.2,中龄林,6杉木 2其它软阔类 2马尾松,针叶林,杉木林
43-423231-Y-05285,109.39756842808491,26.343563757044745,人工,0.6,1410,13.8,15,近熟林,9杉木 1核桃,针叶林,杉木林
43-412263-Y-05346,109.51818884392382,26.309424752698032,天然,0.6,1965,10.4,12.6,中龄林,5其它硬阔类 3马尾松2板栗,针阔混交林,针叶针阔混交林
43-411262-N-01116,109.29688878885585,26.324438730248232,天然,0.6,1575,7.6,13.3,幼龄林,6其它硬阔类 3马尾松 1桃,针阔混交林,针叶针阔混交林
43-421131-N-01029,109.45370892668717,26.578879456046366,人工,0.8,2355,7,9,幼龄林,10杉木,针叶林,杉木林
43-423231-Y-04432,109.75267,26.889122,人工,0.65,1275,10.5,16.9,近熟林,9杉木 1其它硬阔类,针叶林,杉木林
43-424231-N-00885,109.729875,27.014759,人工,0.65,1680,9.7,14.6,成、过熟林,8杉木 2其它硬阔,针叶林,杉木林
43-422163-N-00676,110.2080867,27.8126878,人工,0.7,2385,11.1,11.6,中龄林,4杉木 3其它硬阔类 3马尾松,针阔混交林,针叶针阔混交林
43-412122-N-00336,110.324303,28.715423,天然,0.81,4380,14.4,10.4,中龄林,8马尾松 1杉木 1其它软阔类,针叶林,马尾松林
43-413261-Y-01734,110.3870236,28.62639927,天然,0.6,1095,16.5,21.6,近熟林,5马尾松 2楠木 2杉木 1柏木,针叶林,马尾松林
43-413122-Y-01384,110.87723919833041,28.843251701404938,天然,0.85,1095,17.3,37.6,近熟林,8马尾松 1杉木 1檫木,针叶林,马尾松林
43-412363-Y-02332,110.3886111,28.265,天然,0.31,360,7.7,10.2,中龄林,4杉木 3其它硬阔类 2其它软阔类 1枫香,针阔混交林,针叶针阔混交林
43-421261-Y-04326,109.992201,26.939675,人工,0.65,2205,8.3,12.6,幼龄林,5马尾松 4杉木 1枫香,针叶林,马尾松林
43-423222-N-00641,109.678864,27.916589,人工,0.55,1425,14.3,19.7,近熟林,7马2杉1阔,针叶林,马尾松林
43-423231-Y-04321,109.590873,26.959788,人工,0.55,915,10.5,16.7,近熟林,9杉木 1油桐,针叶林,杉木林
43-420247-N-00609,110.20624468760211,28.028916227847194,人工,0.6,,2.5,1.03,,10油茶,阔叶林,其他难燃阔叶林
43-422131-N-00868,109.566342,27.085897,人工,0.7,1665,9.5,12.4,中龄林,10杉木,针叶林,杉木林
43-413263-Y-04271,109.872202,26.998236,天然,0.65,2295,14.5,15.2,近熟林,4杉木 4其它软阔类 2其它硬阔类,针阔混交林,针叶针阔混交林
